DEL.;COMPETICIÓN;CATEGORÍA;FASE;GRUPO;JORNADA;CLUB L.;EQ. LOCAL;PTS. L.;CLUB V.;EQ. VISITANTE;PTS. V.;FECHA;HORA;ESTADO;INFORME;CAMPO;DIRECCIÓN;POBLACIÓN;AFORO;VESTUARIOS;IDENTIFICADOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;1;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;UROS DE RIVAS;UROS DE RIVAS;;28/09/2025;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J01-EUROCOLEGIOCAS-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;1;C.D. TAJAMAR;C.D. TAJAMAR;;C.D.V.;C.D.V.;;28/09/2025;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J01-CDTAJAMAR-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;1;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;ESTUDIO;ESTUDIO;;27/09/2025;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J01-SALTIUMALCORCO-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;1;SAN VIATOR;SAN VIATOR;;C.B. LAS ROZAS;C.B. LAS ROZAS;;27/09/2025;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J01-SANVIATOR-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;1;C.B. GETAFE;C.B. GETAFE;;BASKET TORREJON;BASKET TORREJON;;28/09/2025;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J01-CBGETAFE-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;1;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;LASO ACADEMY;LASO ACADEMY;;28/09/2025;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J01-ESCUELABARRIOD-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;2;LASO ACADEMY;LASO ACADEMY;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;04/10/2025;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J02-LASOACADEMY-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;2;BASKET TORREJON;BASKET TORREJON;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;04/10/2025;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J02-BASKETTORREJON-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;2;C.B. LAS ROZAS;C.B. LAS ROZAS;;C.B. GETAFE;C.B. GETAFE;;04/10/2025;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J02-CBLASROZAS-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;2;ESTUDIO;ESTUDIO;;SAN VIATOR;SAN VIATOR;;04/10/2025;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J02-ESTUDIO-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;2;C.D.V.;C.D.V.;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;04/10/2025;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J02-CDV-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;2;UROS DE RIVAS;UROS DE RIVAS;;C.D. TAJAMAR;C.D. TAJAMAR;;05/10/2025;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J02-UROSDERIVAS-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;3;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;C.D. TAJAMAR;C.D. TAJAMAR;;12/10/2025;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J03-EUROCOLEGIOCAS-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;3;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;UROS DE RIVAS;UROS DE RIVAS;;11/10/2025;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J03-SALTIUMALCORCO-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;3;SAN VIATOR;SAN VIATOR;;C.D.V.;C.D.V.;;11/10/2025;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J03-SANVIATOR-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;3;C.B. GETAFE;C.B. GETAFE;;ESTUDIO;ESTUDIO;;12/10/2025;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J03-CBGETAFE-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;3;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;C.B. LAS ROZAS;C.B. LAS ROZAS;;12/10/2025;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J03-ESCUELABARRIOD-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;3;LASO ACADEMY;LASO ACADEMY;;BASKET TORREJON;BASKET TORREJON;;11/10/2025;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J03-LASOACADEMY-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;12;UROS DE RIVAS;UROS DE RIVAS;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;11/01/2026;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J12-UROSDERIVAS-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;12;C.D.V.;C.D.V.;;C.D. TAJAMAR;C.D. TAJAMAR;;10/01/2026;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J12-CDV-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;12;ESTUDIO;ESTUDIO;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;10/01/2026;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J12-ESTUDIO-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;12;C.B. LAS ROZAS;C.B. LAS ROZAS;;SAN VIATOR;SAN VIATOR;;10/01/2026;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J12-CBLASROZAS-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;12;BASKET TORREJON;BASKET TORREJON;;C.B. GETAFE;C.B. GETAFE;;10/01/2026;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J12-BASKETTORREJON-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;12;LASO ACADEMY;LASO ACADEMY;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;10/01/2026;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J12-LASOACADEMY-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;13;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;LASO ACADEMY;LASO ACADEMY;;18/01/2026;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J13-EUROCOLEGIOCAS-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;13;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;BASKET TORREJON;BASKET TORREJON;;18/01/2026;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J13-ESCUELABARRIOD-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;13;C.B. GETAFE;C.B. GETAFE;;C.B. LAS ROZAS;C.B. LAS ROZAS;;18/01/2026;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J13-CBGETAFE-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;13;SAN VIATOR;SAN VIATOR;;ESTUDIO;ESTUDIO;;17/01/2026;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J13-SANVIATOR-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;13;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;C.D.V.;C.D.V.;;17/01/2026;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J13-SALTIUMALCORCO-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;13;C.D. TAJAMAR;C.D. TAJAMAR;;UROS DE RIVAS;UROS DE RIVAS;;18/01/2026;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J13-CDTAJAMAR-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;14;C.D. TAJAMAR;C.D. TAJAMAR;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;25/01/2026;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J14-CDTAJAMAR-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;14;UROS DE RIVAS;UROS DE RIVAS;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;25/01/2026;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J14-UROSDERIVAS-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;14;C.D.V.;C.D.V.;;SAN VIATOR;SAN VIATOR;;24/01/2026;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J14-CDV-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;14;ESTUDIO;ESTUDIO;;C.B. GETAFE;C.B. GETAFE;;24/01/2026;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J14-ESTUDIO-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;14;C.B. LAS ROZAS;C.B. LAS ROZAS;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;24/01/2026;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J14-CBLASROZAS-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;14;BASKET TORREJON;BASKET TORREJON;;LASO ACADEMY;LASO ACADEMY;;24/01/2026;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J14-BASKETTORREJON-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;4;BASKET TORREJON;BASKET TORREJON;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;18/10/2025;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J04-BASKETTORREJON-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;4;C.B. LAS ROZAS;C.B. LAS ROZAS;;LASO ACADEMY;LASO ACADEMY;;18/10/2025;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J04-CBLASROZAS-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;4;ESTUDIO;ESTUDIO;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;18/10/2025;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J04-ESTUDIO-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;4;C.D.V.;C.D.V.;;C.B. GETAFE;C.B. GETAFE;;18/10/2025;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J04-CDV-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;4;UROS DE RIVAS;UROS DE RIVAS;;SAN VIATOR;SAN VIATOR;;19/10/2025;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J04-UROSDERIVAS-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;4;C.D. TAJAMAR;C.D. TAJAMAR;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;19/10/2025;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J04-CDTAJAMAR-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;5;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;26/10/2025;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J05-EUROCOLEGIOCAS-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;5;SAN VIATOR;SAN VIATOR;;C.D. TAJAMAR;C.D. TAJAMAR;;25/10/2025;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J05-SANVIATOR-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;5;C.B. GETAFE;C.B. GETAFE;;UROS DE RIVAS;UROS DE RIVAS;;26/10/2025;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J05-CBGETAFE-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;5;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;C.D.V.;C.D.V.;;26/10/2025;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J05-ESCUELABARRIOD-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;5;LASO ACADEMY;LASO ACADEMY;;ESTUDIO;ESTUDIO;;25/10/2025;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J05-LASOACADEMY-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;5;BASKET TORREJON;BASKET TORREJON;;C.B. LAS ROZAS;C.B. LAS ROZAS;;25/10/2025;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J05-BASKETTORREJON-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;6;C.B. LAS ROZAS;C.B. LAS ROZAS;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;08/11/2025;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J06-CBLASROZAS-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;6;ESTUDIO;ESTUDIO;;BASKET TORREJON;BASKET TORREJON;;08/11/2025;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J06-ESTUDIO-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;6;C.D.V.;C.D.V.;;LASO ACADEMY;LASO ACADEMY;;08/11/2025;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J06-CDV-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;6;UROS DE RIVAS;UROS DE RIVAS;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;09/11/2025;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J06-UROSDERIVAS-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;6;C.D. TAJAMAR;C.D. TAJAMAR;;C.B. GETAFE;C.B. GETAFE;;09/11/2025;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J06-CDTAJAMAR-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;6;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;SAN VIATOR;SAN VIATOR;;08/11/2025;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J06-SALTIUMALCORCO-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;7;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;SAN VIATOR;SAN VIATOR;;16/11/2025;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J07-EUROCOLEGIOCAS-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;7;C.B. GETAFE;C.B. GETAFE;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;16/11/2025;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J07-CBGETAFE-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;7;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;C.D. TAJAMAR;C.D. TAJAMAR;;16/11/2025;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J07-ESCUELABARRIOD-CDTAJAMAR;
