DEL.;COMPETICIÓN;CATEGORÍA;FASE;GRUPO;JORNADA;CLUB L.;EQ. LOCAL;PTS. L.;CLUB V.;EQ. VISITANTE;PTS. V.;FECHA;HORA;ESTADO;INFORME;CAMPO;DIRECCIÓN;POBLACIÓN;AFORO;VESTUARIOS;IDENTIFICADOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;7;LASO ACADEMY;LASO ACADEMY;;UROS DE RIVAS;UROS DE RIVAS;;15/11/2025;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J07-LASOACADEMY-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;7;BASKET TORREJON;BASKET TORREJON;;C.D.V.;C.D.V.;;15/11/2025;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J07-BASKETTORREJON-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;7;C.B. LAS ROZAS;C.B. LAS ROZAS;;ESTUDIO;ESTUDIO;;15/11/2025;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J07-CBLASROZAS-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;8;ESTUDIO;ESTUDIO;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;22/11/2025;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J08-ESTUDIO-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;8;C.D.V.;C.D.V.;;C.B. LAS ROZAS;C.B. LAS ROZAS;;22/11/2025;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J08-CDV-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;8;UROS DE RIVAS;UROS DE RIVAS;;BASKET TORREJON;BASKET TORREJON;;23/11/2025;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J08-UROSDERIVAS-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;8;C.D. TAJAMAR;C.D. TAJAMAR;;LASO ACADEMY;LASO ACADEMY;;23/11/2025;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J08-CDTAJAMAR-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;8;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;22/11/2025;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J08-SALTIUMALCORCO-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;8;SAN VIATOR;SAN VIATOR;;C.B. GETAFE;C.B. GETAFE;;22/11/2025;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J08-SANVIATOR-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;9;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;C.B. GETAFE;C.B. GETAFE;;30/11/2025;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J09-EUROCOLEGIOCAS-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;9;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;SAN VIATOR;SAN VIATOR;;30/11/2025;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J09-ESCUELABARRIOD-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;9;LASO ACADEMY;LASO ACADEMY;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;29/11/2025;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J09-LASOACADEMY-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;9;BASKET TORREJON;BASKET TORREJON;;C.D. TAJAMAR;C.D. TAJAMAR;;29/11/2025;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J09-BASKETTORREJON-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;9;C.B. LAS ROZAS;C.B. LAS ROZAS;;UROS DE RIVAS;UROS DE RIVAS;;29/11/2025;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J09-CBLASROZAS-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;9;ESTUDIO;ESTUDIO;;C.D.V.;C.D.V.;;29/11/2025;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J09-ESTUDIO-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;10;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;C.D.V.;C.D.V.;;14/12/2025;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J10-EUROCOLEGIOCAS-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;10;UROS DE RIVAS;UROS DE RIVAS;;ESTUDIO;ESTUDIO;;14/12/2025;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J10-UROSDERIVAS-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;10;C.D. TAJAMAR;C.D. TAJAMAR;;C.B. LAS ROZAS;C.B. LAS ROZAS;;14/12/2025;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J10-CDTAJAMAR-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;10;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;BASKET TORREJON;BASKET TORREJON;;13/12/2025;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J10-SALTIUMALCORCO-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;10;SAN VIATOR;SAN VIATOR;;LASO ACADEMY;LASO ACADEMY;;13/12/2025;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J10-SANVIATOR-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;10;C.B. GETAFE;C.B. GETAFE;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;14/12/2025;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J10-CBGETAFE-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;15;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;BASKET TORREJON;BASKET TORREJON;;01/02/2026;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J15-EUROCOLEGIOCAS-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;15;LASO ACADEMY;LASO ACADEMY;;C.B. LAS ROZAS;C.B. LAS ROZAS;;31/01/2026;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J15-LASOACADEMY-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;15;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;ESTUDIO;ESTUDIO;;01/02/2026;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J15-ESCUELABARRIOD-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;15;C.B. GETAFE;C.B. GETAFE;;C.D.V.;C.D.V.;;01/02/2026;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J15-CBGETAFE-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;15;SAN VIATOR;SAN VIATOR;;UROS DE RIVAS;UROS DE RIVAS;;31/01/2026;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J15-SANVIATOR-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;15;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;C.D. TAJAMAR;C.D. TAJAMAR;;31/01/2026;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J15-SALTIUMALCORCO-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;16;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;07/02/2026;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J16-SALTIUMALCORCO-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;16;C.D. TAJAMAR;C.D. TAJAMAR;;SAN VIATOR;SAN VIATOR;;08/02/2026;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J16-CDTAJAMAR-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;16;UROS DE RIVAS;UROS DE RIVAS;;C.B. GETAFE;C.B. GETAFE;;08/02/2026;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J16-UROSDERIVAS-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;16;C.D.V.;C.D.V.;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;07/02/2026;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J16-CDV-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;16;ESTUDIO;ESTUDIO;;LASO ACADEMY;LASO ACADEMY;;07/02/2026;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J16-ESTUDIO-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;16;C.B. LAS ROZAS;C.B. LAS ROZAS;;BASKET TORREJON;BASKET TORREJON;;07/02/2026;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J16-CBLASROZAS-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;17;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;C.B. LAS ROZAS;C.B. LAS ROZAS;;15/02/2026;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J17-EUROCOLEGIOCAS-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;17;BASKET TORREJON;BASKET TORREJON;;ESTUDIO;ESTUDIO;;14/02/2026;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J17-BASKETTORREJON-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;17;LASO ACADEMY;LASO ACADEMY;;C.D.V.;C.D.V.;;14/02/2026;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J17-LASOACADEMY-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;17;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;UROS DE RIVAS;UROS DE RIVAS;;15/02/2026;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J17-ESCUELABARRIOD-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;17;C.B. GETAFE;C.B. GETAFE;;C.D. TAJAMAR;C.D. TAJAMAR;;15/02/2026;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J17-CBGETAFE-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;17;SAN VIATOR;SAN VIATOR;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;14/02/2026;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J17-SANVIATOR-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;18;SAN VIATOR;SAN VIATOR;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;21/02/2026;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J18-SANVIATOR-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;18;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;C.B. GETAFE;C.B. GETAFE;;21/02/2026;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J18-SALTIUMALCORCO-CBGETAFE;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;18;C.D. TAJAMAR;C.D. TAJAMAR;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;22/02/2026;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J18-CDTAJAMAR-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;18;UROS DE RIVAS;UROS DE RIVAS;;LASO ACADEMY;LASO ACADEMY;;22/02/2026;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J18-UROSDERIVAS-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;18;C.D.V.;C.D.V.;;BASKET TORREJON;BASKET TORREJON;;21/02/2026;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J18-CDV-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;18;ESTUDIO;ESTUDIO;;C.B. LAS ROZAS;C.B. LAS ROZAS;;21/02/2026;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J18-ESTUDIO-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;19;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;ESTUDIO;ESTUDIO;;01/03/2026;19:00;;;EUROCOLEGIO CASVI-VILLAVIC. ODON;AVDA. CASTILLA, 27;Villaviciosa de Odón;;;NAC-IMPAR-J19-EUROCOLEGIOCAS-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;19;C.B. LAS ROZAS;C.B. LAS ROZAS;;C.D.V.;C.D.V.;;28/02/2026;19:30;;;ALFREDO ESPINIELLA, PABELLON (PISTA;CENTRAL) COMUNIDAD DE LA RIOJA, 4;Rozas de Madrid, Las;;;NAC-IMPAR-J19-CBLASROZAS-CDV;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;19;BASKET TORREJON;BASKET TORREJON;;UROS DE RIVAS;UROS DE RIVAS;;28/02/2026;19:30;;;JAVI LIMONES, PABELLON (PISTA;CENTRAL) JOAQUIN BLUME, S/N;Torrejón de Ardoz;;;NAC-IMPAR-J19-BASKETTORREJON-UROSDERIVAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;19;LASO ACADEMY;LASO ACADEMY;;C.D. TAJAMAR;C.D. TAJAMAR;;28/02/2026;19:00;;;UCJC SPORTS CLUB;CASTILLO DE ALARCON, 47 URB. VILLAFRANCA DEL CASTILLO;Madrid;;;NAC-IMPAR-J19-LASOACADEMY-CDTAJAMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;19;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;01/03/2026;19:00;;;VICENTE DEL BOSQUE, CDM;(PABELLON) AVDA. MONFORTE DE LEMOS, 13;Madrid;;;NAC-IMPAR-J19-ESCUELABARRIOD-SALTIUMALCORCO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;19;C.B. GETAFE;C.B. GETAFE;;SAN VIATOR;SAN VIATOR;;01/03/2026;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J19-CBGETAFE-SANVIATOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;20;C.B. GETAFE;C.B. GETAFE;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;08/03/2026;17:00;;;FELIPE REYES, PABELLON PISTA;CENTRAL AV. ESPAŃA, 90;Getafe;;;NAC-IMPAR-J20-CBGETAFE-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;20;SAN VIATOR;SAN VIATOR;;ESCUELA BARRIO DEL PILAR;ESCUELA BARRIO DEL PILAR;;07/03/2026;17:00;;;PEPE DOMAICA, PABELLON;PLAZA ELIPTICA, 2;Madrid;;;NAC-IMPAR-J20-SANVIATOR-ESCUELABARRIOD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;20;SALTIUM ALCORCÓN BASKET;SALTIUM ALCORCÓN BASKET;;LASO ACADEMY;LASO ACADEMY;;07/03/2026;20:00;;;LA CANALEJA, PABELLON PISTA;CENTRAL AVENIDA CIRCUNVALACION NORTE, 1;Alcorcón;;;NAC-IMPAR-J20-SALTIUMALCORCO-LASOACADEMY;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;20;C.D. TAJAMAR;C.D. TAJAMAR;;BASKET TORREJON;BASKET TORREJON;;08/03/2026;18:00;;;TAJAMAR, PABELLON COLEGIO;PIO FELIPE, 12;Madrid;;;NAC-IMPAR-J20-CDTAJAMAR-BASKETTORREJON;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;20;UROS DE RIVAS;UROS DE RIVAS;;C.B. LAS ROZAS;C.B. LAS ROZAS;;08/03/2026;18:45;;;LOS ALMENDROS, PABELLON;AIGUES TORTES, S/N;Rivas-Vaciamadrid;;;NAC-IMPAR-J20-UROSDERIVAS-CBLASROZAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;20;C.D.V.;C.D.V.;;ESTUDIO;ESTUDIO;;07/03/2026;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J20-CDV-ESTUDIO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;21;C.D.V.;C.D.V.;;EUROCOLEGIO CASVI;EUROCOLEGIO CASVI;;14/03/2026;19:30;;;PALOMERAS, PDVO. MPAL.;TRANVIA DE ARGANDA, S/N;Madrid;;;NAC-IMPAR-J21-CDV-EUROCOLEGIOCAS;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO IMPAR;21;ESTUDIO;ESTUDIO;;UROS DE RIVAS;UROS DE RIVAS;;14/03/2026;20:00;;;PACO HERNANDEZ, PABELLON;VALDELINARES, 7;Madrid;;;NAC-IMPAR-J21-ESTUDIO-UROSDERIVAS;
